gene_symbol,logFC,adj_pvalue
TMEM167A,-0.8335735161790367,5.632165968680061e-07
PRKAR2A,-0.7965034899068879,5.668789967954806e-07
PRKAA1,-1.0259928802112483,5.75628205729821e-07
TTLL4,-0.8811594667825036,5.855888607950617e-07
ACOT4,-0.8201273762431303,5.866915924363138e-07
ANLN,-0.8695573559982748,5.940402154937905e-07
CCND2,0.9374840107524776,5.955396634990761e-07
VEZT,-0.8838608072236322,5.980090303863301e-07
IFNGR1,0.8991493644442254,5.981707524486017e-07
ASB13,-0.8594107363456489,6.12627976530772e-07
CD70,1.485909162270941,6.167372381077385e-07
PFKM,-0.9843561331469779,6.350591514853912e-07
PVRL3,0.7901464816973682,6.35826421946501e-07
LLGL1,-0.7952333299284682,6.501409765486174e-07
GADD45A,0.9744475145279381,6.574496764778073e-07
TMEM9B,-0.8828729095264638,6.654253538918156e-07
CHRNA5,-0.7859137116548052,6.682800274424208e-07
TUBB,-1.0111618192772038,6.813170999094417e-07
MYO1D,-0.8744061684014044,6.862603542045722e-07
PLXNB2,1.011324755479551,6.990133261796142e-07
SIX5,-0.909507935566193,7.01707937658388e-07
KAT2B,0.8283162602964769,7.129231084495385e-07
LOC647346,-0.8637405055939826,7.164963042757048e-07
GDF15,2.092510666129253,7.227081735219799e-07
TMEM62,-0.7692086113666292,7.310650434822595e-07
SNRPD1,-0.7711148002835584,7.371281936708966e-07
ANO6,-0.8003657896263618,7.396807477453522e-07
AKIRIN1,-0.8072730287859571,7.447459030817224e-07
TP53INP1,1.3433224288914856,7.523780415508724e-07
NPLOC4,-0.7920299946701732,7.531262840040317e-07
RGS17,0.8259247737441928,7.557115462430488e-07
PDLIM1,-1.1873857854491057,7.576771443609606e-07
CTSB,-0.8987463287512742,7.582902322370025e-07
CYB5R3,-0.8307626624575786,7.583353608208147e-07
DHCR7,-1.0830295605858282,7.58963045309216e-07
TNFRSF21,0.9657883598686965,7.59555218897751e-07
PRPF31,0.7756073868762474,7.631986197040243e-07
DDX54,-0.7618319727452114,7.652467175724962e-07
MRFAP1L1,-0.8389806251298975,7.716629978261246e-07
PLAT,-0.843815747348021,8.064666256460369e-07
SLC46A3,-0.830138164826181,8.090417676304347e-07
RAVER1,-0.8128292975863136,8.145062604593877e-07
USP13,-0.7726222902027651,8.176298219091632e-07
CYBRD1,-0.9070166588784332,8.337731783635322e-07
PQLC1,-0.7893897139456882,8.347937338199462e-07
SLC35E1,-0.7904139244058621,8.385120454165346e-07
REPIN1,-0.8559562022090912,8.401176251598721e-07
ETS1,-1.0216934948273249,8.507537133700044e-07
KIAA1191,0.8345278918319181,8.564130662972217e-07
MAP3K7IP3,1.1849150169367118,8.656858965799656e-07
FAM176A,0.808354113569786,8.693321941550665e-07
CCDC51,0.8623515103145412,8.723267291144849e-07
RAB17,-0.9508949163944296,8.797642795269771e-07
TCP11L1,0.9247167661796265,8.8971230561837e-07
HKDC1,-0.8949799561790384,8.934532861216168e-07
NOTCH1,0.9374613401298202,9.023012849536748e-07
PAAF1,0.7795983253298697,9.131489444563498e-07
FAM132A,1.123311068866892,9.205669111066832e-07
FAM176A,0.9560191088401684,9.210898526980099e-07
CAV1,0.9644352890953751,9.245859969581005e-07
MRPL52,-0.7986327389627839,9.36874297323747e-07
ABCB9,0.9334534231649574,9.454279166324102e-07
FBXL20,-0.878567994246926,9.498295484183548e-07
NLGN4X,0.832896258212851,9.59520195904765e-07
NMB,-0.8069363885367409,9.64636317434198e-07
ABHD2,0.9019113795453357,9.734728590169326e-07
LOC731314,-0.8650365825751223,9.73863692991003e-07
TMBIM1,-0.9185671648645872,9.969652614743323e-07
ASAP2,-0.8068193714969549,1.00138144536537e-06
ZNF185,-0.7974832730059269,1.017143986815394e-06
DBT,-0.9154572132205363,1.0209927543353471e-06
FUCA1,1.2898679516782714,1.0223780300834716e-06
AP3M1,-0.7721422656718193,1.0232266514302989e-06
ADIPOR1,0.7657655602433842,1.0355546698244412e-06
SLC7A5,-0.782159228401083,1.0399410975900481e-06
FYTTD1,-0.8037188659101933,1.044684714588724e-06
CDKN1A,1.0103522540939203,1.0462970432846094e-06
KIFC1,-0.9068863023542502,1.0720675303826546e-06
EPR1,-0.8274188615094724,1.0901510397276044e-06
STX6,0.827886770412734,1.1051042185981769e-06
LOC100131859,-0.9096839821830036,1.1057348612424803e-06
TUBA3C,-0.8479924402165704,1.1225130808651288e-06
SLC6A8,-0.9017830931867579,1.1293396969884908e-06
CLEC16A,-0.9635625072876959,1.1326402911513749e-06
AP1S2,-1.0260922649205604,1.1337679404312626e-06
ZFP106,0.7646690411817758,1.135486536741003e-06
HN1L,-0.7955558754868504,1.1453911723227776e-06
DDX23,-0.8099517011265434,1.1477899494939417e-06
CD82,1.0709669249290554,1.1702973309449846e-06
MGC39900,-0.8218940803529584,1.1760609516380968e-06
CORO2A,0.7972183178339645,1.2031163325374084e-06
ISCA1,-0.7576488496798763,1.2044736273002903e-06
SLC9A1,0.7748255466406437,1.2077721238727665e-06
NOMO2,-0.790832711718382,1.213755607924617e-06
TMEM41A,-0.8209419312456596,1.2332928667283984e-06
RBL1,-0.8342022245972744,1.2337914115474292e-06
ZMYM3,-0.9320312352770319,1.236835437714753e-06
CAPN5,-0.802311014662692,1.2585184191655178e-06
CREBZF,-0.7959736367123416,1.2860268454936304e-06
ACTL6A,-0.863187382391299,1.2891102340565855e-06
CYBRD1,-0.8284566474644137,1.2902031809525974e-06
CXorf67,-0.7593606387300369,1.311817792046206e-06
FLJ41484,0.8930202401522997,1.3125504761199035e-06
GADD45A,0.9477679010121847,1.3138420307856188e-06
RIN2,0.7920215330990761,1.319386383775465e-06
BRMS1L,0.8730071334200824,1.3208916049228851e-06
SLCO2A1,1.1345199993802364,1.3235680209109123e-06
RILPL1,0.8344318710655578,1.3274214444824639e-06
PRR11,-1.042683692412254,1.3341562326892374e-06
TRIM33,-0.7896025909189355,1.3342655141866845e-06
MRPL3,-0.98577514154025,1.3399601731904271e-06
ABHD14A,-0.8653824083249226,1.3442471650434732e-06
DTNA,-0.930069007514839,1.3462775187992661e-06
SUMO3,-0.7992849174685119,1.3596994804480085e-06
ITPR1,-0.8668690815808322,1.3639806062960284e-06
SPP1,-0.9856655796728298,1.3668898122778798e-06
TUBB4Q,-0.829296643017905,1.370713150593299e-06
GJA1,0.8645843076945781,1.3732685141486257e-06
PTPN1,0.7569637541441203,1.3778452620950757e-06
ASTN2,0.8191022033588489,1.3840304162904959e-06
CSDC2,-1.1012225464611038,1.4029103478446262e-06
MRPL51,-0.7717346668683494,1.405335488504029e-06
C18orf54,-0.7258526270093943,1.4053768098338298e-06
TM4SF19,-0.9483943700142969,1.4561155529650386e-06
ETV5,0.8857135516976182,1.457155497876727e-06
DMKN,-0.9151441557520865,1.4664572158855503e-06
SP110,1.1730531241672253,1.4728344756310767e-06
MDK,0.9425124014721931,1.4746810007387698e-06
BOLA2,0.8158842388912184,1.4856977346163078e-06
SC4MOL,-0.9490929607198737,1.4910642869779646e-06
NECAP2,-0.7940405832185427,1.4915944070758562e-06
MVK,-1.0086431129085502,1.5047252282476595e-06
KIAA2010,0.7250078773444191,1.5139154870537923e-06
MFAP3,-0.7486866956222675,1.526978817074433e-06
ATXN3,0.7920392649849486,1.5386963199206057e-06
RBM38,0.7980465401976762,1.5471304448684693e-06
TMEM120A,0.8047069264897111,1.5534161833921866e-06
PGBD1,-0.7560126983036675,1.5566031016524174e-06
PRPS2,-0.7591536963232492,1.5672465440562515e-06
LOC642934,-0.9219837696145419,1.5682913624191753e-06
TPST1,0.8537215193113568,1.5756119589392509e-06
LCLAT1,-0.8549166745989663,1.5902691096646527e-06
YWHAB,-0.8110258670443464,1.5948586214861127e-06
STX6,0.8055531463233017,1.5998925732126588e-06
CCDC43,-0.8269607798324738,1.623151552453407e-06
FANCI,-0.8683861873140177,1.644128268132767e-06
TXNRD1,-0.7918307963283944,1.6506205687145165e-06
PCLO,0.8562144989640554,1.6701621760245704e-06
C15orf23,-0.7716346165811707,1.6713482723452406e-06
RBM12,-0.7734756178812487,1.6788021892431496e-06
SEC14L1,0.8018887547524081,1.695424432173331e-06
BAMBI,-0.7911247353512696,1.6995735050945527e-06
OSGIN1,-0.995797235636565,1.7087633253855972e-06
TCTEX1D2,0.7828608325344568,1.7267026253084115e-06
C1orf183,0.8195896407366856,1.7481749625480291e-06
CCNK,0.75912216798082,1.7503168425055136e-06
MSI2,1.0519533241237813,1.7612884301465686e-06
GLIPR2,-0.8348003180600667,1.766268291315008e-06
KIAA0427,-0.7342026041762217,1.785851801495475e-06
INPP5D,0.9062207302432332,1.789953867952014e-06
PIM1,-0.802680276688573,1.8468386235447e-06
MAPK1,-0.7059351514450025,1.8767445733274794e-06
FAM105B,0.8537598004910976,1.8841290337937635e-06
ZFAND2A,0.7573577603208683,1.886755319652565e-06
POMT2,-0.8043563220149537,1.8995271345091224e-06
BNIP2,-0.7575155048086621,1.8998764101099023e-06
CREB5,-0.8259680652644521,1.9083908685858424e-06
KIAA1191,0.7116877254032872,1.917194507663697e-06
UBR7,-0.8062041678341405,1.9285681951508663e-06
PIGF,0.7390655756270164,1.9358771293680522e-06
ANKRD9,-0.8011787234284924,1.9362557572750904e-06
ACTL6A,-0.7700576993697847,1.945174323700675e-06
SH3PXD2A,-1.0292147921477888,1.948746148681306e-06
PRR16,1.3210551699709772,1.9493983810799115e-06
CDCA4,-0.8762047150708518,1.954283514423725e-06
ZNF664,-0.8691862072382381,1.9543482627661523e-06
LOC730432,-0.8115908803512184,1.9633629912201416e-06
SKP2,-0.7205590378591875,1.963738456066218e-06
MLEC,0.711935912537859,1.9712729209021533e-06
SPAG9,-0.8106297090300139,1.971420158626357e-06
SUMF2,-0.7756715478905303,1.9797758523252346e-06
TMEM2,0.9688509148204201,1.979999783416534e-06
PPP3R1,0.7429717965839089,2.0090723578319045e-06
ALDOA,-0.9228049620418535,2.0124852661949903e-06
FLJ90757,-0.8047392396885718,2.0339498775788717e-06
PTBP1,-0.7651963622306237,2.0427727138768364e-06
CCND2,0.8740826223841367,2.056247714775132e-06
THOC5,0.732515776746256,2.061109216707726e-06
LYSMD4,-0.7602592523222498,2.0748727367056433e-06
TAP1,1.0759063525114314,2.0960992354491854e-06
SPCS1,0.7189497424426872,2.097292697777597e-06
MCM10,-1.0024285448149675,2.1040379163711406e-06
FLNB,-1.0657890996590016,2.108630575083392e-06
PLOD2,0.7527998247974104,2.1120898269657965e-06
OTUB2,-0.7413107378596813,2.121705126067633e-06
RPS27L,0.7278325025115144,2.1229587888175967e-06
MAGEA6,-0.7616870039906942,2.1532378558379754e-06
C1orf57,0.802365555546416,2.1694313779612034e-06
SERTAD1,0.851168647978934,2.202390358988828e-06
MCFD2,-0.7592827944763432,2.2270749795232934e-06
PLS3,-0.8548042937886109,2.228750687287498e-06
ELF2,-0.7435437012688553,2.234307582147795e-06
CTSL2,-0.863676690338357,2.2378394018393077e-06
NECAP1,-0.7269621167795144,2.241233590279645e-06
ISCU,0.8748732274164883,2.251738870425518e-06
RPESP,0.8528567393304085,2.281523223135203e-06
SAR1A,-0.7222658197640186,2.3430986396678096e-06
SEC14L1,0.9073993029637446,2.356176359286505e-06
NCSTN,-0.7361570724833744,2.3680607323869595e-06
LOC440895,-0.7087146938026034,2.3710586728501776e-06
SPCS3,-0.7631377615886414,2.3714821830137426e-06
C21orf119,-0.7858143242833489,2.375754949688791e-06
DNAJA4,-0.7160606752910805,2.39934165548468e-06
AFAP1L1,-0.7333596804479781,2.442657694198987e-06
LOC652685,-0.7995260872638283,2.481168768166997e-06
EIF2B1,-0.6986001664095927,2.485100317849169e-06
COL8A1,0.7271251031706019,2.486106822222932e-06
NUSAP1,-1.1395074993241714,2.515822619167425e-06
GBE1,-0.8086633450111762,2.5158858335898323e-06
EEF1A2,-0.8567171444534551,2.5932447872535986e-06
MNS1,-0.7872882757752127,2.5979374254712085e-06
ARFGEF2,0.8146633545712145,2.599993172321e-06
C2orf47,-0.789126821282343,2.614537037923813e-06
COX10,-0.6992326414179217,2.6202837239671715e-06
CGRRF1,0.7444997085289948,2.6334871056631366e-06
KCMF1,-0.7745370425171201,2.6454248995109937e-06
ENSA,-0.8897517290648569,2.648330621895199e-06
DCAKD,0.9607436329337009,2.6568379375542425e-06
GRB10,-0.7827575155344304,2.693949886408691e-06
TADA2B,-0.7332191513096689,2.7034631099934345e-06
C1orf112,-0.7325136757586321,2.7229097869154384e-06
TUBB3,-0.7947616320351933,2.743503779193112e-06
ARHGEF5L,-0.7660286106042626,2.7633842071927213e-06
GORASP1,-0.7042315584944827,2.7872994248778916e-06
KIAA1539,-0.9177277793113063,2.8033147994717668e-06
LOC493869,-0.7002955817386773,2.8266633535186784e-06
TLE1,0.768107668815917,2.8427341182086376e-06
M6PRBP1,-0.7672370235224193,2.8718777266735867e-06
GMEB2,-0.7330154890252167,2.8885867297486376e-06
C2orf7,-0.8583589415568378,2.89829745841919e-06
PRIM2A,-0.744571044898116,2.9043963729998128e-06
NTM,0.8132648691799851,2.9059568361192816e-06
C1orf198,-0.951747393577353,2.9111130272066137e-06
FDXR,1.4187973648694792,2.9236321733029455e-06
KBTBD4,-0.8369877973536077,2.932512596328927e-06
HOXC8,-0.8862047701357021,2.9345998150650162e-06
CTCF,-0.7311264489497198,2.9421215811132767e-06
MTMR6,0.7809996617669546,2.942561344678343e-06
REEP5,-0.806812805780563,2.966754785326081e-06
SSB,0.8606862022200144,3.007325292808352e-06
UNC45A,-0.7418515920999251,3.0365651638151365e-06
ANXA11,-0.858512924698891,3.0538724179904753e-06
MMP24,-0.9462987508694596,3.072732816941574e-06
ADAR,-0.8715785028538203,3.1102698109597947e-06
LRTOMT,-0.7550285529865217,3.1255781226118723e-06
SERTAD2,-0.8848153694003003,3.130970040070825e-06
MOSC1,-0.7802815850810063,3.16532598295632e-06
BNC2,0.7473639801093768,3.2197972886868916e-06
LOC440043,-0.7826272774876291,3.3312949539634563e-06
MICALL1,0.7591186925944235,3.374006260186512e-06
PGP,-0.7925003662806249,3.3824503303204345e-06
MUDENG,-0.6836707486951594,3.387765715701137e-06
NRGN,-0.6902893349281314,3.3997652322690225e-06
FAM65A,-0.7148948074311825,3.4295449279792645e-06
PADI4,1.1903855213572498,3.4711788203732863e-06
TUBA3E,-0.9672057321877681,3.475734935844683e-06
PIR,-0.7860631497575259,3.4904423994112466e-06
MSRB3,-0.7259424579896336,3.5212287743834694e-06
TBC1D22B,-0.7353831183134982,3.574049116109491e-06
SELI,-0.7472890226559654,3.5904376800105492e-06
TUBB2A,-0.7427768968994144,3.5915062249511557e-06
ADAR,-0.9143246913420668,3.6314683187471347e-06
FHOD1,-0.9311752008293741,3.638688097466463e-06
FAM83H,0.9827025423275213,3.6713485313334e-06
PTPRU,0.7501900842998914,3.687968971910982e-06
RPL15,-0.7044088341653794,3.6913371136832553e-06
CLN6,-0.706166338714004,3.7352494307300693e-06
MYADM,-0.7625035634523272,3.7687793990011335e-06
SNAI2,0.8211997926117238,3.776007355030917e-06
BTBD10,0.7131924744321161,3.7770481641661597e-06
HNRNPC,-0.730593736070178,3.852637888055502e-06
PHB,-0.8486849211944651,3.866207679510586e-06
PPFIBP1,0.6939948967016765,3.9067375114634266e-06
UQCR,-0.7110991053947817,3.92839446327388e-06
SLC22A5,-0.7739864953288755,3.9908898747579044e-06
CNN1,-0.8147915773635548,4.029602532814478e-06
TOB1,0.9666069080741106,4.076319584168934e-06
RBBP9,-0.7887949377388335,4.079024725227466e-06
TMEM127,-0.8227251158214992,4.1172301812255e-06
HAPLN1,0.7953299700562546,4.132021186590293e-06
NXN,0.7516604237820044,4.136786237515294e-06
MTRF1L,-0.7267426724176964,4.1735561050686305e-06
TMEM166,0.9171115998505428,4.179521737715072e-06
EFEMP1,0.9335127743643916,4.192359778357277e-06
GNPDA1,-0.8717300817019531,4.194469630281206e-06
COMMD10,-0.7291502011328994,4.203372716597577e-06
FAF1,-0.7773072970642296,4.258230183534921e-06
XYLT2,-0.7205049304207396,4.276280147553237e-06
C12orf66,0.7369289599927544,4.344222712606009e-06
MED24,-0.6660982612046027,4.381854464363176e-06
C6orf204,0.6911007761154053,4.435815677265856e-06
DDX19A,-0.7425465331486993,4.450492791570408e-06
RPL29,0.874846011644884,4.475860006767516e-06
DCTD,-0.702805776950715,4.476117204121508e-06
TACSTD1,-0.7273672721118221,4.480495730637718e-06
ARHGEF3,0.9436550088433169,4.581984318321117e-06
PAPSS2,-0.6776454725844587,4.660964944113709e-06
DTNA,-0.7563568994698198,4.735185480242983e-06
HLA-DRB3,-0.6593508726501849,4.760673274261625e-06
RACGAP1,-0.6733784345034604,4.7912161834491866e-06
KHDRBS3,0.7076343875506055,4.833766790991785e-06
SC4MOL,-1.0409535089216657,4.865219136040083e-06
AGPAT2,-0.7297470406095874,4.8674556582885454e-06
PRPS2,-0.7643831918281947,4.912490016389788e-06
SPAG9,-0.7236129722515674,4.934880353968805e-06
MED24,-0.7591949809636791,4.9721503560511095e-06
SYTL3,0.7864490581723746,4.9790250512828535e-06
LOC728006,0.7474749354182517,4.989704838605225e-06
CYB5R3,-0.8253560913976923,5.015996933209497e-06
MKNK2,-0.659739797660313,5.0172484837201735e-06
H2AFX,-0.7520676617885194,5.038580970847774e-06
CRIP2,0.7472315521424662,5.049824749390684e-06
MMD,-0.7111920804367848,5.0929663561021315e-06
CCDC62,-0.832759607575797,5.135113063623136e-06
ATP6AP2,0.6563435203814656,5.16171476343883e-06
DSCR3,-0.7881266230695783,5.166395612785769e-06
PDLIM7,0.7566879021852504,5.179257623803158e-06
AP3M1,-0.6698407344847919,5.19393093674091e-06
KCMF1,-0.7358832618318223,5.229669484710352e-06
CDC25A,-0.721155862977275,5.268881953469613e-06
IRX3,0.7048897707909489,5.292894523566557e-06
PKIB,-0.9874236886701944,5.314002023669181e-06
ADRA1B,-0.8433511790696198,5.3753406186672415e-06
WEE1,-0.7139458151652072,5.540014224233373e-06
TPM2,0.8029169278727881,5.542587890078588e-06
ADM,-1.0622814024347944,5.550666041461008e-06
C3orf52,-0.7093014721181286,5.552382046830475e-06
EEF1B2,0.6869762225654394,5.574815170668432e-06
CTNNA1,-0.648107037336036,5.764221116792278e-06
UBE2N,-0.6906652300851022,5.769490513475178e-06
MAP4K2,-0.711040844554498,5.788343197265767e-06
CASP7,-0.6782077752110691,5.852808729987498e-06
C1orf86,0.9332189860273346,5.884132199061372e-06
SCRIB,0.6814053945901399,5.995711204856539e-06
MAGEA1,-0.7527647806451512,6.0169997174922285e-06
SFRS6,-0.7744380290271415,6.129857399240682e-06
WDR37,-0.6868544832230032,6.131291635275662e-06
TRIAP1,0.7597659873198861,6.150385766521205e-06
BDNF,0.7293506879677585,6.157609082944496e-06
MGLL,-0.7123332970231093,6.1785583679134554e-06
BRE,-0.7242814345260769,6.1875903953445474e-06
ASF1B,-0.7441574620406346,6.261136333838093e-06
C2CD2,-0.720158486880905,6.2928240563248474e-06
PLEKHA1,-0.7168434917584179,6.323043541788086e-06
CUEDC1,-0.6958101772784548,6.323786524422778e-06
AKR7A3,-0.7100602543407977,6.42763244381901e-06
LARP1,0.6501927594247796,6.446834536755022e-06
RASL11B,-0.6957968100262288,6.474900645601974e-06
BCAT1,-0.7245048951161763,6.508205437532531e-06
CWF19L1,-0.6795017712545874,6.569357850735817e-06
IFT74,0.6560141656452672,6.589181386636474e-06
DNLZ,0.6699617193462117,6.594138608853094e-06
EFEMP2,0.774865172837977,6.649418943962145e-06
BLCAP,-0.6786813186844238,6.698385285806556e-06
EXO1,-0.7698398209464443,6.698525864464253e-06
C17orf82,0.9826749283558094,6.7170956697290394e-06
TRIM27,-0.6489643582040339,6.722032994432136e-06
CARM1,-0.7561094266337864,6.739969261833164e-06
HMGCR,-0.8192234497380326,6.784935830176469e-06
ZNHIT6,0.725605312404733,6.785155827516128e-06
AKIRIN1,-0.8423046850498999,6.816754583326346e-06
C16orf63,-0.7327812453330207,6.818734674940328e-06
SESN3,1.0137271555609981,6.8341643298801725e-06
LOC100130344,0.6987511283689436,6.84222655000462e-06
FAM82A2,-0.6700629404882239,6.913389472533243e-06
TUBA4A,-0.6960439034278059,6.9222980522351625e-06
ARHGAP17,-0.7389214696629409,6.993376436088464e-06
CRMP1,0.8758717253031456,7.0945321711354155e-06
SPANXB1,-0.6584105396978881,7.121658391504179e-06
SCAMP1,0.6964465891257205,7.129949652829701e-06
RFWD3,-0.9155344195730937,7.298520234182619e-06
CAV1,0.821798084037205,7.316663637900203e-06
FDFT1,-0.9033779594410998,7.371052745733818e-06
ZNF337,0.7124276541384855,7.394520129278906e-06
MVD,-0.8874376964031399,7.4143223891025606e-06
FEN1,-0.7439133943178984,7.438732964255752e-06
FSD1,-0.708748031972716,7.445990230810447e-06
AGPAT2,-0.7042744085079526,7.458975833399627e-06
DMKN,-0.6825430495272986,7.489133066662351e-06
LOC100216001,0.7505161226868413,7.489876705589766e-06
FAM111A,-0.6562144244421262,7.511504212502833e-06
LOC730288,-0.8567977630581121,7.561787503416116e-06
GOLGA3,-0.8811962143550467,7.566410859297168e-06
PPP2R2B,1.1653661983856,7.588307467209122e-06
LDLR,-0.8076337194852101,7.624405517406837e-06
F2R,0.7515908786599148,7.634805442456858e-06
STX2,-0.667795890907259,7.656376408673573e-06
ACSL3,-0.7093626046021182,7.68330316359732e-06
PANK1,0.8142700857618408,7.689759664033946e-06
GMPPA,-0.7670941807511173,7.691835898553212e-06
LOC440359,0.6711216443119223,7.69266122173594e-06
CDCA4,-0.8026623324115274,7.759283920591247e-06
SARS,0.685584163473596,7.790785277670284e-06
C1orf187,1.0209094309606055,7.960667486254311e-06
SPANXB2,-0.63944025764369,7.962238522353098e-06
SFTA1P,0.9441376878373635,8.02984360300029e-06
KCTD14,-0.7016469920053812,8.157983878219744e-06
FLJ10986,-0.7008508109293885,8.200382153867798e-06
C12orf45,0.7269786369721256,8.283290182056884e-06
C14orf106,-0.7328177027279175,8.316112269390416e-06
LASS5,0.7705595871085613,8.433557918614711e-06
WDR5,-0.6501318335754096,8.509113735417785e-06
